x_t,x_tt,y_t,y_tt
0,1,0,0
1,-0.4,0,0.3
-0.4,1.076,0.3,-0.12
1.076,-0.7408864,-0.12,0.3228
-0.7408864,0.554322279213056,0.3228,-0.22226592
0.554322279213056,0.34755161507526,-0.22226592,0.166296683763917
0.34755161507526,0.997187708565927,0.166296683763917,0.104265484522578
0.997187708565927,-0.287871172038371,0.104265484522578,0.299156312569778
-0.287871172038371,1.18313857620274,0.299156312569778,-0.0863613516115112
1.18313857620274,-1.04610499831016,-0.0863613516115112,0.35494157286082
-1.04610499831016,-0.177128361624478,0.35494157286082,-0.313831499493048
-0.177128361624478,0.642244261418472,-0.313831499493048,-0.0531385084873435
0.642244261418472,0.369392723657715,-0.0531385084873435,0.192673278425541
0.369392723657715,1.00164190041777,0.192673278425541,0.110817817097315
1.00164190041777,-0.293783278244216,0.110817817097315,0.300492570125331
-0.293783278244216,1.17966050971905,0.300492570125331,-0.0881349834732649
1.17966050971905,-1.0363734689401,-0.0881349834732649,0.353898152915713
-1.0363734689401,-0.149799801056398,0.353898152915713,-0.31091204068203
-0.149799801056398,0.657671986762819,-0.31091204068203,-0.0449399403169195
0.657671986762819,0.349514640641506,-0.0449399403169195,0.197301596028846
0.349514640641506,1.02627691839698,0.197301596028846,0.104854392192452
1.02627691839698,-0.36968764633571,0.104854392192452,0.307883075519094
-0.36968764633571,1.11654653732456,0.307883075519094,-0.110906293900713
1.11654653732456,-0.85625293191677,-0.110906293900713,0.334963961197369
-0.85625293191677,0.308527244414879,0.334963961197369,-0.256875879575031
0.308527244414879,0.609859435660235,-0.256875879575031,0.0925581733244636
0.609859435660235,0.571858229555115,0.0925581733244636,0.182957830698071
0.571858229555115,0.725127262104196,0.182957830698071,0.171557468866534
0.725127262104196,0.435424104121116,0.171557468866534,0.217538178631259
0.435424104121116,0.952106368001712,0.217538178631259,0.130627231236335
0.952106368001712,-0.138481919148842,0.130627231236335,0.285631910400514
-0.138481919148842,1.25878377169691,0.285631910400514,-0.0415445757446526
1.25878377169691,-1.25989579318715,-0.0415445757446526,0.377635131509073
-1.25989579318715,-0.84463724205786,0.377635131509073,-0.377968737956144
-0.84463724205786,-0.376745636895694,-0.377968737956144,-0.253391172617358
-0.376745636895694,0.547896642494723,-0.253391172617358,-0.113023691068708
0.547896642494723,0.466709285731505,-0.113023691068708,0.164368992748417
0.466709285731505,0.8594244124052,0.164368992748417,0.140012785719452
0.8594244124052,0.105958336826218,0.140012785719452,0.25782732372156
0.105958336826218,1.24210928692139,0.25782732372156,0.0317875010478654
1.24210928692139,-1.12818217187105,0.0317875010478654,0.372632786076417
-1.12818217187105,-0.409280232022322,0.372632786076417,-0.338454651561314
-0.409280232022322,0.427030916784743,-0.338454651561314,-0.122784069606697
0.427030916784743,0.621918364947279,-0.122784069606697,0.128109275035423
0.621918364947279,0.586613841313248,0.128109275035423,0.186575509484184
0.586613841313248,0.704813391135786,0.186575509484184,0.175984152393974
0.704813391135786,0.480517469539918,0.175984152393974,0.211444017340736
0.480517469539918,0.888188163394472,0.211444017340736,0.144155240861975
0.888188163394472,0.0397257418303121,0.144155240861975,0.266456449018342
0.0397257418303121,1.26424706062879,0.266456449018342,0.0119177225490936
1.26424706062879,-1.22573115988284,0.0119177225490936,0.379274118188636
-1.22573115988284,-0.724109508642188,0.379274118188636,-0.367719347964852
-0.724109508642188,-0.101787760673296,-0.367719347964852,-0.217232852592657
-0.101787760673296,0.768262099895306,-0.217232852592657,-0.0305363282019888
0.768262099895306,0.143146356008249,-0.0305363282019888,0.230478629968592
0.143146356008249,1.20179139903478,0.230478629968592,0.0429439068024747
1.20179139903478,-0.979079686709073,0.0429439068024747,0.360537419710433
-0.979079686709073,0.0185015736135621,0.360537419710433,-0.293723906012722
0.0185015736135621,0.705796862470629,-0.293723906012722,0.00555047208406864
0.705796862470629,0.308141576581331,0.00555047208406864,0.211739058741189
0.308141576581331,1.07880733503595,0.211739058741189,0.0924424729743994
1.07880733503595,-0.536912899603913,0.0924424729743994,0.323642200510785
