time,x,y,z,dx,dy,dz
0,1,0,0,-0.00598200203235644,1.0009712011959,0.195407293888119
0.01,0.999940179979676,0.010009712011959,0.00195407293888119,-0.0119516353872806,1.00192262526487,0.190888154598558
0.02,0.999760967292254,0.0200384525052974,0.00381776309197116,-0.0238398145119667,1.00374011040556,0.182152178578311
0.03,0.999463383689437,0.0300845142200702,0.0055971165104474,-0.0356640141328857,1.00544961617635,0.1737941273194
0.04,0.999047687009597,0.0401474448288244,0.00729364563835917,-0.0474322380771386,1.00706055280373,0.165764178285855
0.05,0.998514738927894,0.0502257252761448,0.0089124000761645,-0.0591282332587428,1.00854093559562,0.158155332626196
0.06,0.997865122344422,0.0603182635407367,0.0104567522908831,-0.0707654608973152,1.00990988097271,0.150885355739257
0.07,0.997099429709948,0.0704239228955991,0.0119301071909496,-0.0823447096068297,1.0111653588333,0.143946553067119
0.08,0.996218228152285,0.0805415707174027,0.0133356833522255,-0.0938682441606387,1.01230773841916,0.137322145772281
0.09,0.995222064826735,0.0906700776639823,0.0146765501063953,-0.105337943934486,1.01333733125206,0.13099785968792
0.1,0.994111469273595,0.100808317342444,0.0159556405459839,-0.116755560794179,1.01425443283107,0.124960014378739
0.11,0.992886953610852,0.110955166320604,0.01717575039397,-0.128122776116862,1.01505933214802,0.119195162643963
0.12,0.991549013751258,0.121109503985404,0.0183395437988631,-0.139441145748115,1.01575230292745,0.113690489815277
0.13,0.990098130695889,0.131270212379153,0.0194495601902756,-0.150712091145416,1.01633360263327,0.108433874664528
0.14,0.98853477192835,0.14143617603807,0.0205082212921537,-0.161936914801303,1.01680347526192,0.103413793658375
0.15,0.986859392399863,0.151606281884391,0.0215178360634431,-0.173116816422059,1.01716215369082,0.0986192383745857
0.16,0.985072435599909,0.161779419111886,0.0224806060596454,-0.184252888702491,1.01740985955291,0.0940397359138934
0.17,0.983174334625813,0.171954479075449,0.023398630781721,-0.195346122637363,1.01754680429101,0.0896653214851636
0.18,0.981165513147161,0.182130355197706,0.0242739124893487,-0.206397414613524,1.01757319040628,0.0854865021093643
0.19,0.979046386333543,0.192305942883575,0.0251083608239082,-0.217407570397232,1.01748921229404,0.0814942360468284
0.2,0.976817361739217,0.202480139443587,0.0259037972102852,-0.228377309408162,1.01729505710836,0.0776799108987817
0.21,0.97447884014538,0.212651844025742,0.0266619590418839,-0.239307268842276,1.01699090559197,0.0740353225564175
0.22,0.972031216362371,0.222819957555426,0.0273845036614136,-0.250198007589797,1.01657693286582,0.0705526552645855
0.23,0.969474879993584,0.232983382683058,0.0280730121471756,-0.26105000997218,1.01605330918311,0.0672244626737191
0.24,0.966810216162928,0.243141023739089,0.028728992914888,-0.271863689300322,1.01542020064804,0.0640436498613029
0.25,0.964037606207577,0.253291786696019,0.0293538851444016,-0.282639391264716,1.01467776990116,0.0610034562634979
0.26,0.961157428337633,0.263434579137112,0.0299490620401579,-0.293377397165972,1.01382617677309,0.0580974394687339
0.27,0.958170058264258,0.273568310231481,0.0305158339337763,-0.304077926993745,1.01286557890783,0.0553194598277637
0.28,0.955075869797759,0.283691890715269,0.0310554512367132,-0.314741142361791,1.01179613235741,0.0526636658369414
0.29,0.951875235417022,0.293804232878629,0.0315691072505151,-0.325367149306344,1.01061799214882,0.0501244802540198
0.3,0.948568526811632,0.303904250558245,0.0320579408417936,-0.335956000954701,1.00933131282493,0.0476965869079894
0.31,0.945156115397928,0.313990859135128,0.0325230389886749,-0.346507700070492,1.00793624896022,0.0453749181666341
0.32,0.941638372810222,0.324062975537449,0.0329654392051263,-0.357022201481804,1.0064329556528,0.0431546430274775
0.33,0.938015671368292,0.334119518248184,0.0333861318492245,-0.36749941439802,1.00482158899361,0.0410311557996846
0.34,0.934288384522261,0.344159407317322,0.03378606232112,-0.377939204620864,1.00310230651385,0.0390000653462729
0.35,0.930456887275875,0.354181564378461,0.0341661331561499,-0.388341396654935,1.00127526761178,0.0370571848576436
0.36,0.926521556589163,0.364184912669557,0.0345272060182728,-0.398705775722681,0.999340633959674,0.0351985221290337
0.37,0.922482771761421,0.374168377057654,0.0348701035987306,-0.409032089688538,0.997298569891874,0.0334202703159838
0.38,0.918340914795392,0.384130884067395,0.0351956114245925,-0.419320050896682,0.995149242774825,0.0317187991432977
0.39,0.914096370743487,0.394071361913151,0.0355044795815966,-0.429569337926683,0.992892823359839,0.0300906465442983
0.4,0.909749528036858,0.403988740534592,0.0357974243554785,-0.439779597271045,0.990529486119403,0.028532510708442
0.41,0.905300778798067,0.413881951635539,0.0360751297957654,-0.449950444938408,0.988059409567737,0.0270412425165148
0.42,0.90075051913809,0.423749928725946,0.0363382492058088,-0.460081467986202,0.985482776566306,0.0256138383437317
0.43,0.896099149438343,0.433591607166865,0.03658740656264,-0.47017222598597,0.98279977461495,0.0242474332121406
0.44,0.891347074618371,0.443405924218245,0.0368231978700516,-0.480222252424766,0.980010596129212,0.0229392942746841
0.45,0.886494704389847,0.453191819089449,0.0370461924481337,-0.490231056045736,0.977115438704545,0.0216868146142163
0.46,0.881542453497456,0.462948232992336,0.0372569341623359,-0.500198122130674,0.974114505367917,0.0204875073416617
0.47,0.876490741947234,0.472674109196807,0.037455942594967,-0.510122913727519,0.971008004817322,0.0193389999783193
0.48,0.871339995222906,0.482368393088683,0.0376437141619023,-0.520004872825404,0.967796151649788,0.018239029108107
0.49,0.866090644490726,0.492030032229803,0.0378207231771291,-0.52984342147967,0.964479166578329,0.017185435286287
0.5,0.860743126793312,0.501657976420249,0.037987422867628,-0.539637962889322,0.961057276638246,0.0161761581919047
0.51,0.855297885232939,0.511251177762568,0.0381442463409672,-0.549387882429236,0.957530715383391,0.0152092320118403
0.52,0.849755369144727,0.520808590727917,0.0382916075078649,-0.559092548639234,0.953899723072659,0.0142827810450073
0.53,0.844116034260155,0.530329172224021,0.0384299019618673,-0.568751314171989,0.95016454684707,0.0133950155158137
