"ltp","ltv","lta","rtp","rtv","rta","lsp","lsv","lsa","rsp","rsv","rsa","lfp","lfv","lfa","rfp","rfv","rfa"
-0.177962659206509,2.8431127591455,16.0119024065382,0.44918509904212,-1.2421430598068,-9.45937760724691,-0.818362254784035,-2.22038075394573,27.4127113071556,0.10894204884336,-2.45364263518815,-0.927882224226802,-1.02257422828718,-4.29980381956752,42.9690984542771,0.0263365540285442,-2.64256186601724,8.8560770864596
-0.140403541582428,2.99858458846551,13.7183468281217,0.435535264576634,-1.34048405760445,-9.69467503798459,-0.843921425800111,-1.92190274160947,30.8577789765363,0.0860741693815627,-2.44429457596203,2.35360898910665,-1.09761563415545,-3.82640339351103,49.3746670414644,0.0147263645245317,-2.52917358115763,12.5683167818862
-0.102112136487422,3.12956713426335,11.2976609122398,0.419467617970509,-1.44087066145948,-9.8616193754044,-0.864853878898927,-1.58835826440162,34.0935573131269,0.0652819208959564,-2.40269573344741,5.29031784225524,-1.16114065213977,-3.2883168361733,55.234113774596,0.00646107661558634,-2.38025493802697,15.7508405887759
-0.0636666602334024,3.23488318573544,8.78549939591249,0.401253887529125,-1.54255311438645,-9.95354649749504,-0.880917646742964,-1.22214055559264,37.064564787538,0.0465752869964552,-2.33264808912485,7.84963252579244,-1.21060363722567,-2.69178039330233,60.4268500797962,0.000610403388092736,-2.20147883003893,18.3817547048361
-0.0254308071506981,3.3137383486042,6.21899100015854,0.381336667139943,-1.6447258947593,-9.96559420710351,-0.892152837695071,-0.826217478874309,39.7172388749478,0.0298224079763371,-2.23823559179049,10.0084185901056,-1.24470123013576,-2.04424743381614,64.8453683470909,-0.00361488308967764,-1.99866222122357,20.451550895519
0.0124011261628377,3.36573278155348,3.63588644699559,0.360207857854775,-1.74654624241612,-9.89457444722205,-0.898782113062077,-0.404108340959635,42.0008174180957,0.0148076188918405,-2.12372556464009,11.7527371932487,-1.2632098770852,-1.35423701275503,68.3980210233867,-0.00683157323301582,-1.77764221062077,21.9618281398424
0.0497381011346356,3.39086397451847,1.07372980196135,0.338287836107318,-1.84715086801598,-9.73878741112124,-0.9010801440041,0.0401484518760687,43.8681833964411,0.00127852738880195,-1.99347458635415,13.0773584338058,-1.26654704076876,-0.631155451899356,71.0111960901318,-0.00948462504121059,-1.54416748632387,22.9238121047688
0.086506907845632,3.38952093188246,-1.43092624146927,0.31585250176077,-1.94567031922359,-9.4977951230578,-0.899256239557194,0.502036504699384,45.2766715955245,-0.0110156700306218,-1.85184080473947,13.9851075535668,-1.25569496388983,0.114902233491098,72.6308266868352,-0.0118690036077478,-1.30380679008606,23.3567647221056
0.122606249227169,3.36247030819594,-3.84324629915701,0.293026724706145,-2.0412406750681,-9.17217285028385,-0.893388573490512,0.976610930589634,46.1888386537412,-0.0222959286415952,-1.70310421387483,14.4860841326636,-1.23240653041389,0.873363767165863,73.2232165395232,-0.0141620814436931,-1.06187504527818,23.2863692634049
0.157908996286428,3.31083517787482,-6.13076943055182,0.269815966159904,-2.13301243526607,-8.76325545492625,-0.883425095061663,1.4585558706859,46.5731983150732,-0.032740423278263,-1.55139598511443,14.5967946909232,-1.19896889104482,1.63339660943962,72.7752052583721,-0.0164581277572205,-0.823376921974085,22.7431664960163
0.192260753075155,3.23606720280812,-8.26399101180618,0.246147936336553,-2.22015664218968,-8.27289321742972,-0.869231954003648,1.94224969280885,46.4049215915202,-0.0424862075666498,-1.40063751376305,14.3392374337059,-1.15759222389098,2.38412367181873,71.2937339960852,-0.0187993551542614,-0.592966860473731,21.7611057416519
0.225504868903558,3.13991301496269,-10.2168653595263,0.221927210601756,-2.30186841464037,-7.70322858724918,-0.85065538293688,2.42183750616809,45.6664976222504,-0.0516409115298764,-1.2544894392251,13.7399746695712,-1.11006453527307,3.11483170720308,68.8048995177046,-0.0212003821309678,-0.37492395005093,20.3762617775149
0.257498145353859,3.02437566240758,-11.9672267995855,0.197092696204321,-2.37736817895512,-7.05650238628493,-0.827573081812708,2.89131056278141,44.3483463192786,-0.060297671850047,-1.11631053675543,12.82922411709,-1.05769365440765,3.815167384065,65.3526008861479,-0.0236648498096753,-0.173139582012347,18.6257553341035
0.288115697795476,2.89167198312695,-13.4971280147849,0.171651112876124,-2.44590096109982,-6.33489561938388,-0.799924364211687,3.34459199950118,42.4493691438085,-0.0685468342829772,-0.989126073241681,11.6399953067689,-1.00137192149682,4.47531722388999,60.9968873752496,-0.0261947061670559,0.00888453687613207,16.5469019372904
0.317246305509851,2.744186779649,-14.7930953297801,0.145680131648556,-2.50673415917434,-5.54041136511655,-0.767718203470263,3.77562820720987,39.9774203318353,-0.0764821479290829,-0.875604966558653,10.2072920029065,-0.941699419921196,5.08616875320375,55.8121109225042,-0.0287940317828164,0.168030624452506,14.1766014345527
0.344781433010186,2.58442466801581,-15.8463009843343,0.119312974071914,-2.55915425707147,-4.67480008160959,-0.731025067317113,4.17848490574939,36.9496776200891,-0.0842022482111577,-0.7780448975751,8.56739611764282,-0.879109851014157,5.63945128838014,49.8849738007647,-0.0314697890101389,0.301553996064509,11.5509688322126
0.370605690715601,2.41496047393912,-16.6526524935678,0.0927157095858848,-2.60246297079299,-3.73953084797761,-0.689960737736507,4.54744676405977,33.3928893090353,-0.0918095014606044,-0.698364391739987,6.75724328234773,-0.813960844247911,6.12785567892141,43.3125454833059,-0.0342315475408609,0.407069793116646,8.70519636400098
0.394593824562259,2.2383890504855,-17.212798918125,0.0660657090555842,-2.63597334146956,-2.73581029925996,-0.644669026924639,4.87711914972594,29.3434733437804,-0.0994078842125616,-0.638100808502838,4.81389520450405,-0.746577999866395,6.54513305364339,36.2003044557013,-0.0370912657264052,0.482539728830165,5.67362716071901
0.416612955280193,2.05727539841669,-17.5320533214352,0.0395371810767244,-2.65900630317029,-1.66465005971957,-0.595308012683257,5.16253031965042,24.847443726175,-0.10710163974637,-0.598413159523238,2.77410921490624,-0.677265945408971,6.88617310964506,28.6602425183817,-0.040063255609966,0.52626104519046,2.4900125009816
0.436527426292729,1.87410598275773,-17.6202303448503,0.0132930374354801,-2.67088825562075,-0.5269822253974,-0.542042709494849,5.39923210589083,19.9601405962339,-0.114994958540334,-0.580088694094326,0.674001178777431,-0.606305872723595,7.14706282520273,20.8090526045453,-0.0431642147069938,0.536859537811974,-0.812082399311842
0.45420422672784,1.69124215696531,-17.4913975651452,-0.0125218531343244,-2.67095015923557,0.676179147477521,-0.48504613359034,5.58339689164523,14.7457421347558,-0.123190906044691,-0.583552266445105,-1.4512057718708,-0.533953149004607,7.3251265982779,12.7664063190149,-0.0464134379970214,0.513288085297952,-4.19876472652521
0.469519257013378,1.51087662244312,-17.1635396879083,-0.0377881234725088,-2.65852863781472,1.94353451370271,-0.424510222404791,5.71190845319425,9.27654002913544,-0.131788364959101,-0.608877600966204,-3.56735735223014,-0.460439182437589,7.4189488231633,4.65331534759526,-0.049833533570744,0.454831655421904,-7.635237369438
0.482366174573106,1.33499386228735,-16.6581355609675,-0.0624177695781032,-2.63296952145295,3.27325937765754,-0.360667101712477,5.78244406148203,3.63196529311725,-0.140877707624761,-0.655799707999259,-5.6414822177712,-0.385975929126379,7.42837978502347,-3.40943849734059,-0.0534519307676417,0.361119257039997,-11.0852066099465
0.492669058008435,1.16533548421458,-15.9996497395935,-0.0863559555501117,-2.5936341854295,4.66273728173266,-0.293819962771925,5.79354512244019,-2.10264173672863,-0.150537481006194,-0.723727861214153,-7.64185898930085,-0.310761641573597,7.35452554109444,-11.3028260613136,-0.0573031970527013,0.232142781849939,-14.5103226782198
0.500399279047242,1.0033713807302,-15.2149429284421,-0.109579331854999,-2.53990893833073,6.10827593205253,-0.22438218802733,5.74467359985786,-7.83751435393795,-0.16083422444115,-0.811758723260214,-9.53805228003711,-0.234991203750679,7.19972218535665,-18.9110707823263,-0.0614319043325862,0.0682821488850061,-17.8697010698992
0.505597186922505,0.850277551002044,-14.3326091120581,-0.132093112985866,-2.47121758991653,7.60481922716619,-0.152922151453098,5.63625155565049,-13.4801814672789,-0.171825805484067,-0.918689382185092,-11.3009342313954,-0.158879993036573,6.96749462968993,-26.1231494896015,-0.0658957883306845,-0.129664339125758,-21.1195702976382
0.508399647166462,0.706921329904467,-13.3822514235746,-0.153926224411573,-2.38703717921348,9.14566981546055,-0.0802080541388634,5.46968132524676,-18.9374019191297,-0.183566992812009,-1.04303025383707,-12.9027076926844,-0.0827109978942143,6.66249974576889,-32.8343132440177,-0.0707690794695955,-0.360446018238593,-24.2130879423738
0.509071668901136,0.573854609925917,-12.3937137219237,-0.175121408921641,-2.28691668289353,10.7222380845455,-0.00724301153386306,5.2473442211341,-24.1172702934096,-0.196115366052983,-1.18301796832812,-14.3169461634817,-0.00690776663200345,6.29045355452726,-38.9476393599361,-0.0761459468792177,-0.622324272293721,-27.1003614300784
0.508032038509753,0.451315432510757,-11.3962899112611,-0.195720443793026,-2.1704983465536,12.3238342162151,0.0647214037443781,4.9725761550633,-28.9314387801082,-0.209535864357186,-1.33662852364627,-15.5186638013745,0.0678784385637124,5.85804204725057,-44.375613886149,-0.0821439629568311,-0.913037714959378,-29.728703010432
0.505854368610559,0.33923805968407,-10.4179378791666,-0.215748659107167,-2.03754110210305,13.9375198877632,0.134201666925598,4.64961923703396,-33.2973855071043,-0.223902724015374,-1.50159112310545,-16.4844263527395,0.140693242593718,5.37281528918302,-49.0417288359938,-0.0889074591030169,-1.22977081776751,-32.0431400429866
0.503225389936407,0.237271319442274,-9.48452868007483,-0.235202322829024,-1.88794535906948,15.5480352593487,0.199530240820605,4.28354922937772,-37.1406475070764,-0.239298332201821,-1.67540321711154,-17.1925108895681,0.210245130065748,4.84306470292427,-52.882061341929,-0.0966105889358264,-1.56912884522682,-33.9871920071233
0.500855484196504,0.144804672678699,-8.61916354060662,-0.254039989845333,-1.72177829525943,17.1378150322693,0.258932056083718,3.88017966118221,-40.3969274050405,-0.25580970733068,-1.85534734176127,-17.6231188097359,0.27493227166758,4.27768385986987,-55.8467839145263,-0.105460108149207,-1.92712204401903,-35.5039148410892
0.499355837297852,0.0610010923132425,-7.84159050693135,-0.2721776757555,-1.53929863565974,18.6871045556274,0.310631148067488,3.44594442585104,-43.0139786726252,-0.273524423641962,-2.03851037632537,-17.7586429118567,0.332933532116272,3.68601374639445,-57.9015384297857,-0.115698360307985,-2.2991619889976,-36.5372014909264
0.499116987971164,-0.0151644815953315,-7.16774871159897,-0.28948658390849,-1.34097980206108,20.1741833441566,0.352995086760836,2.98776170609443,-44.9531758135349,-0.29252792096486,-2.22180583528558,-17.5839855679447,0.382351547812453,3.07767426976395,-59.0285931808457,-0.127607413735284,-2.68007282663338,-37.0333151787603
0.500238251340102,-0.0848626185482856,-6.60946115340844,-0.30579135869897,-1.12753025708962,21.5756989716555,0.384721510357143,2.51288305693672,-46.1906846252361,-0.312903038339616,-2.40199975770952,-17.086921291068,0.4213857354089,2.46238469750001,-59.2276952100491,-0.141515597685507,-3.06411984184537,-36.9426191384827
0.502535064338499,-0.149364487098628,-6.1742874865205,-0.320868402222358,-0.899909850113552,22.867109431538,0.405052621070275,2.02873231719785,-46.7181633540515,-0.3347308716581,-2.57574067038288,-16.258493391264,0.448517446816819,1.8497766916348,-58.5165301571862,-0.157807802614268,-3.44505734071842,-36.2214538464964
0.505599063489034,-0.209996303918472,-5.86553753798188,-0.334446744657745,-0.659341017714522,24.0232267476944,0.413971283203872,1.54273966221426,-46.5429487725754,-0.358090957799569,-2.73959397125388,-15.093431130088,0.462699551698407,1.24920452646788,-56.9307112898292,-0.176940143638935,-3.81619725093658,-34.8341004919333
0.508866876483623,-0.268094834556094,-5.68243581173756,-0.346214268520777,-0.407313788012363,25.0188492033105,0.412309106747414,1.06217646408593,-45.6877097097454,-0.383059180232233,-2.89008091971225,-13.5905708230995,0.463537199087907,0.669557862131862,-54.5232374349607,-0.199457124676634,-4.17049913642883,-32.7547579655151
0.511690190185149,-0.324965477308252,-5.62041814476863,-0.355828437985923,-0.145583698498456,25.8294642384731,0.401704026321958,0.59399664717619,-44.189582859651,-0.409702879823331,-3.02372223050882,-11.7532620170593,0.451423312758579,0.119082981285559,-51.3633864808316,-0.226005762360462,-4.50068149113571,-29.9694508867881
0.513425339780074,-0.381844215832838,-5.67153496520526,-0.362925939814814,0.123838050889189,26.4319990802034,0.384378291816079,0.144689897150573,-42.0988376940967,-0.438072889512297,-3.13708605085699,-9.58973803482894,0.427565777133345,-0.394781386127065,-47.535044248497,-0.257337649074358,-4.79935324185407,-26.4777782642091
0.513538969362911,-0.439864421284873,-5.82493176083637,-0.367125217284775,0.398702619858413,26.8055919349013,0.362746738085038,-0.279848590767299,-39.4771456874408,-0.468191804179707,-3.22683987482748,-7.11342940320333,0.393868800969213,-0.865547711537679,-43.1345058014962,-0.294287885263375,-5.05916339168513,-22.2944079271868
0.511716133761156,-0.500029161608621,-6.06737675705798,-0.368022056241816,0.676549831085038,26.9323531277998,0.338915650172725,-0.67442805731231,-36.3955493519778,-0.500038930772359,-3.28980570668678,-4.34319854468116,0.352706418328738,-1.28779741141259,-38.2678230769582,-0.337719867929208,-5.27296568429428,-17.4502205969635
0.507956250220907,-0.563189345597176,-6.38380811277051,-0.365187236627467,0.954742507731289,26.7980836993127,0.314236254894083,-1.03464922782546,-32.9322373283895,-0.533534276000238,-3.32301757405595,-1.30347575490558,0.306698455987718,-1.65726838417251,-33.0478065238575,-0.388427994360092,-5.43399417420629,-11.9930129683164
0.502613355913777,-0.630027781293411,-6.75787831082955,-0.35818268609317,1.23050826796999,26.392917510248,0.289175721126441,-1.35696688501975,-29.1702296651009,-0.568522741942526,-3.3237802350901,1.97572222052724,0.258598737463798,-1.97090913574224,-27.5908131093937,-0.446997687006979,-5.53604454688761,-5.98767603878461
0.496312334987496,-0.701048984937159,-7.17247955697498,-0.346612384979182,1.50098779968179,25.7118546506128,0.263617404650628,-1.63872766452883,-25.1950690284637,-0.60475554719289,-3.28972779229051,5.45890484908287,0.211169023008085,-2.22689810079736,-22.01347071098,-0.513633297215493,-5.57365529791781,0.484214755472566
0.489698933224888,-0.77657446684271,-7.61024083361396,-0.330207031355094,1.7632883259898,24.7551562078056,0.237346217505137,-1.87818357616927,-21.0925967066738,-0.641865265378575,-3.21888074407435,9.10536188997505,0.166857885162018,-2.42462821790586,-16.429492338998,-0.587979239361178,-5.54228218813183,7.32544085293271
0.483122496597532,-0.856743136358396,-8.05399177803192,-0.308915422629084,2.01454065523968,23.5285759300926,0.210380262468367,-2.07448258450381,-16.9468762061481,-0.679338128546587,-3.10969993762298,12.8695628504705,0.127462086437138,-2.56465856432029,-10.9467272975679,-0.668975575112229,-5.43845908214052,14.4248255023646
0.476449413477738,-0.941516436508458,-8.4871902122117,-0.282965574459239,2.2519579745319,22.0434117925609,0.183052024009034,-2.227638147944,-12.8383123530439,-0.716496876316601,-2.96113585580516,16.701699362107,0.0940034180849543,-2.6486363355782,-5.66457799873946,-0.754793298449235,-5.25993826624564,21.6595399468651
0.469130664223117,-1.03068778227647,-8.89430864647893,-0.252871283027564,2.47289440424283,20.3163701882406,0.155927461370349,-2.33848006966212,-8.84200213909961,-0.752511070855501,-2.77267173296116,20.5483610504916,0.0667860140449991,-2.67919372910503,-0.671883474424927,-0.842875353034101,-5.0058037616531,28.8979704594674
0.460435041606593,-1.12389581392951,-9.2611717180319,-0.219381021461078,2.67490129703135,18.3692463473099,0.129656781132003,-2.40858933336667,-5.02634431200554,-0.786447139146294,-2.54435911378943,24.3533287383251,0.0455270435461912,-2.65982519511438,3.95466326659219,-0.930076410103468,-4.67655195004408,36.0030479971752
0.449697622595674,-1.22064087353707,-9.57523336606918,-0.183379164411641,2.85577935776812,16.2284357153214,0.104825788861068,-2.4402198424522,-1.45192656218656,-0.817358009230889,-2.27684467637675,28.05846295736,0.0295277698890199,-2.59475105657867,8.15153342686823,-1.012875879574,-4.27413506599485,42.8359080498187
0.436500789240137,-1.32030398646756,-9.82578141432285,-0.14575676519035,3.01362486519763,13.9243007764467,0.0818542928401022,-2.43621012234305,1.82929888260882,-0.844394842010108,-1.97138738857162,31.6046616206575,0.0178605174313355,-2.48877362294161,11.8688206512899,-1.08765881893219,-3.80196465078236,49.2597216305144
0.420761102132856,-1.42216750268029,-10.0040592034155,-0.107287852513652,3.14686858507597,11.4904251719336,0.0609566221225477,-2.39988811454944,4.77454937459655,-0.866909864812263,-1.62986536922197,34.9328588479707,0.00953449065111361,-2.34713169745342,15.0701752025936,-1.15110553120169,-3.2648738933669,55.1435224390422
0.40271944239594,-1.52543646589661,-10.103298700747,-0.0685524839839333,3.25430632832529,8.96279081290448,0.0421515589113924,-2.33497214456818,7.35046300156018,-0.884518269303424,-1.2547721161799,37.9850378243021,0.00361892955094452,-2.17535883040446,17.7322747374411,-1.20066815959411,-2.66903967938552,60.3658525202466
0.38283820875606,-1.62925975267843,-10.1186662638328,-0.0299255906115919,3.33512050693466,6.37891404055701,0.0253022701212879,-2.24547101218413,9.5330836720375,-0.897100360192507,-0.849202052291962,40.7052339608156,-0.000680812367001201,-1.97914990110343,19.8439103465475,-1.23485686545693,-2.02186707700059,64.8180602218419
0.361654276050333,-1.73275007619632,-10.0471293254862,0.00837846515050315,3.38889241681822,3.77697404817913,0.0101721909206635,-2.13558591042073,11.3076055871597,-0.904747001054823,-0.416825566368099,43.0405099126785,-0.00398996013192806,-1.76423968225371,21.4047768242228,-1.25321418097408,-1.33184067077191,68.4071090770805
0.339640033755457,-1.83500207371795,-9.88725831717825,0.0462336483422661,3.41560531709913,1.19496187809392,-0.00351599776212933,-2.00961655841687,12.6679098242485,-0.907663083523562,0.0381460990924361,44.9418900822582,-0.00676294775896665,-1.53629604119113,22.4240599788333,-1.2562474067979,-0.608348537619804,71.0577921179977
0.317099237553402,-1.93510787681093,-9.63898205168918,0.0835336252125084,3.41563864874362,-1.33012753519139,-0.0160307556020722,-1.8718735422631,13.6159307868709,-0.906053188290489,0.511005661549438,46.3652477456814,-0.0093024226790388,-1.30082942440414,22.9189117554188,-1.24533536560857,0.138514400565988,72.7142886539085
0.294165301491226,-2.03216977192554,-9.30331619044489,0.120150405022139,3.38975394979027,-3.76304351683734,-0.0275986283288787,-1.72659842800066,14.1608930342246,-0.900029416367803,0.996603807859698,47.2721418114473,-0.0117889806367667,-1.06311931356084,22.912897615749,-1.22238975524655,0.898156436816576,73.341045473972
0.270854189919865,-2.12530977028188,-8.88208365700276,0.155927807001322,3.33907317514484,-6.07095620708845,-0.0383890116793493,-1.57789276482862,14.3184593333926,-0.889580266054112,1.48941187649273,47.6306017146201,-0.0143141439205186,-0.8281574718456,22.4344910305754,-1.18949103149772,1.65970535519703,72.9230065258848
0.247121169366378,-2.21367610131376,-8.3776436028738,0.190700105584746,3.26505022829921,-8.22405362700665,-0.0485168297980357,-1.42965666184864,14.1098288881707,-0.874605735603886,1.98359267628045,47.4158578719637,-0.0169113457495016,-0.600607051689417,21.5156781812168,-1.14863386566893,2.41222416464559,71.4652502250076
0.222911169997487,-2.29644680914653,-7.79264266918525,0.22431674390711,3.16943658394485,-10.1960544629503,-0.0580602734284133,-1.28553721465521,13.5608214639866,-0.854986843727517,2.47307886298435,46.6110125338235,-0.0195815370924246,-0.384776014447195,20.1907233764614,-1.10151541805828,3.14492031239863,68.9921198779989
0.198183246613233,-2.37283076677628,-7.1297992619938,0.256653502865648,3.05424190935763,-11.9646339921217,-0.0670842896868852,-1.14888669963734,12.7009783861392,-0.830648745190035,2.95165822798502,45.2076419253448,-0.0223119479641621,-0.184602843499972,18.4951323300129,-1.04942455556286,3.84734341559209,65.5459474071013
0.172929904411248,-2.44206652469179,-6.39172880903966,0.287603524772878,2.92169061058824,-13.5117622952587,-0.0756597082937545,-1.02273014765669,11.5627063499554,-0.801593045267672,3.41306513366684,43.2063169294693,-0.0250881380493028,-0.00365219916531024,16.4648375646247,-0.993252120185616,4.50956767677724,61.1854753102848
0.14719603850547,-2.50341948484738,-5.58081551499205,0.3170593494288,2.7741752287948,-14.8239550139192,-0.0838734218957324,-0.909741661771881,10.1804845780641,-0.767898400081724,3.85107717610836,40.6170263318631,-0.0279004934994545,0.15488202800115,14.1356177230863,-0.933597136148093,5.12235627983727,55.9840767651544
0.121064938445075,-2.55617793950574,-4.69913403718254,0.344901380723101,2.61420760357404,-15.8924374481996,-0.0918295665397046,-0.812228655129432,8.59015052905285,-0.729701662251066,4.25961596969545,37.4594843078489,-0.0307468313173014,0.288168870342347,11.5427509296766,-0.870892099903417,5.67730610214655,50.0278617518277
0.0946620112786326,-2.59964854113975,-3.74842277910235,0.370997739896358,2.44436870916792,-16.7132227558507,-0.0996440210761898,-0.732123057224103,6.82827425251879,-0.687173071171759,4.63285074011596,33.7633022047392,-0.0336327638939634,0.393730186885973,8.72089179379704,-0.805495404000355,6.1669719525578,43.4137406727309
0.0681394044925058,-2.63315177848649,-2.73010904742758,0.395210804856217,2.26725806384752,-17.2871046812952,-0.107435956050476,-0.670978455396138,4.93162662328114,-0.640495197428419,4.96530319442406,29.5680039453484,-0.0365708948581584,0.469430698969693,5.704152162044,-0.737738430717564,6.58497024656126,36.2474991082222
0.0416646514064815,-2.65601802759578,-1.64538509315384,0.41740415021466,2.08544361183082,-17.6195646082082,-0.11532066960078,-0.629972121958681,2.93674214611212,-0.589849768192576,5.25195190302894,24.9228639750695,-0.0395795257151979,0.513470267878333,2.52635753555176,-0.667939358268941,6.92606249736859,28.6419193689436
0.0153994729552807,-2.66758472796299,-0.495332888579541,0.437446958822537,1.90141298431752,-17.7205924407144,-0.123405699554206,-0.609910891540252,0.879572905176807,-0.535412354528695,5.48833420898912,19.8865474316261,-0.042681398422661,0.524380188037093,-0.778555789081886,-0.596400594956545,7.18621932186004,20.7149683870685
-0.0104913462621616,-2.66719520193408,0.718905754473495,0.45521681073959,1.71752705559828,-17.6044207178868,-0.131789655066669,-0.611239924409193,-1.20477346566509,-0.477355509113794,5.67064345744422,14.5265336340831,-0.0459029376066001,0.501024850151943,-4.17604328271007,-0.52340166317633,7.36266577426816,12.5880571645356
-0.0358616249215321,-2.65419959059091,1.99591854425519,0.470603092285139,1.53597671889173,-17.2891718622193,-0.140562228466358,-0.634053490096941,-3.28222204493712,-0.415862485220535,5.79581914565963,8.91830688450899,-0.0492744318111826,0.442609669258956,-7.63039887741312,-0.449193599335202,7.45390881121771,4.38436543490413
-0.0605949975081181,-2.62795831826154,3.33377802503986,0.483513015361346,1.35874380656574,-16.7964195426891,-0.149804398853736,-0.678107038267161,-5.31985790932011,-0.351151962675456,5.86162743673168,3.14430308483734,-0.0528313320476216,0.348695672235514,-11.1041927229231,-0.373998150264802,7.45974756351965,-3.77278355917119
-0.084596963695224,-2.58784841725115,4.72977121367819,0.493882040163658,1.18756706604221,-16.1506668872319,-0.159588912596085,-0.742829982098668,-7.28600707487764,-0.283512667573155,5.86672937472317,-2.70739284626887,-0.0566165057508709,0.219220615652146,-14.5577478783889,-0.298014518890154,7.38126687288695,-11.7615188226589
-0.107820460390004,-2.53327294486769,6.18011390845731,0.501689821939334,1.02391406315018,-15.3787468094572,-0.169981428691761,-0.827338786795911,-9.15028684377939,-0.213346254785015,5.81073412738642,-8.54459504609438,-0.0606830192677908,0.0545259889369809,-17.9487031063469,-0.221436774188195,7.22081430942816,-19.4630107180208
-0.130257307386821,-2.46367360345199,7.6796620418412,0.506982480663981,0.868959815985184,-14.5091529699726,-0.181042650887832,-0.930450136168968,-10.883641662867,-0.141214958800668,5.69423466304913,-14.272795749389,-0.065097068844784,-0.144611250972011,-21.2317066526931,-0.144485987451529,6.98196061626135,-26.7630748477358
-0.151936202854767,-2.37854653092166,9.22163431503848,0.509901150894927,0.723572854092132,-13.571313885494,-0.192831523517813,-1.05069412828185,-12.4583801973684,-0.0678870600494988,5.51882348168579,-19.7971479306298,-0.0699407349018482,-0.376943842895963,-24.3582819963504,-0.0674613401838635,6.66944330408668,-33.5538069114426
-0.172914849181621,-2.27746106776341,10.7973618616342,0.51071334601498,0.588309239067225,-12.5948272455523,-0.205408984014872,-1.1863276198653,-13.8482281275318,0.00562931498562036,5.28708638448162,-25.0246098969615,-0.0753144470479321,-0.640718337039076,-27.2769009444444,0.0091894135530326,6.28909296705255,-39.7352558072519
-0.193261437453869,-2.16008113187587,12.3960816674718,0.509838208603132,0.463414876937337,-11.6086762824398,-0.218841193153448,-1.33534798923465,-15.0284093280143,0.0780724002224595,5.00257278302731,-29.8661953323182,-0.0813394898114372,-0.933640573885267,-29.9332924909032,0.0847885015845366,5.84774185538941,-45.2171297005439
